MSOA21CD,MSOA21NM,nca_name,overlap_percentage,overlap_type,total_employment,agri_soc_121,agri_soc_511,agri_soc_911,total_agri_employment,agri_percentage_121,agri_percentage_511,agri_percentage_911,total_agri_percentage,skill_matched_employment,skill_matched_percentage,C2021_OCC_105_NAME_top_1,C2021_OCC_105_NAME_top_2,C2021_OCC_105_NAME_top_3,C2021_OCC_105_NAME_top_4,C2021_OCC_105_NAME_top_5,OBS_VALUE_top_1,OBS_VALUE_top_2,OBS_VALUE_top_3,OBS_VALUE_top_4,OBS_VALUE_top_5,shannon_diversity,simpson_diversity,effective_occupations,top_1_concentration,top_3_concentration,top_5_concentration,hhi,occupations_over_1pct,occupations_over_2pct,occupations_over_5pct,dominance_ratio,concentration_category
E02002306,Kirklees 036,Southern Pennines,19.796014814426027,Partially Within,3114,3,35,5,43,0.09633911368015415,1.1239563262684649,0.16056518946692355,1.3808606294155428,148,4.752729608220937,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,144,124,120,112,111,4.206704742677032,0.9803772219767853,50.96118392701359,4.624277456647398,12.459858702633268,19.621066152858056,196.2277802321461,32,14,0,1.1612903225806452,Diverse
E02005202,Chorley 014,Southern Pennines,53.52403181782981,Partially Within,4924,11,45,11,67,0.22339561332250205,0.9138911454102356,0.22339561332250205,1.3606823720552397,269,5.4630381803411865,613 Caring Personal Services,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,112 Production Managers and Directors,711 Sales Assistants and Retail Cashiers,197,196,194,175,171,4.223360484100896,0.9809076847035129,52.37709436864345,4.000812347684809,11.921202274573517,18.94800974817222,190.92315296487106,33,13,0,1.0051020408163265,Diverse
E02002225,Bradford 043,Southern Pennines,25.465066601589204,Partially Within,3909,4,46,3,53,0.10232796111537479,1.17677155282681,0.07674597083653108,1.3558454847787158,264,6.753645433614736,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,415 Other Administrative Occupations,531 Construction and Building Trades,245,166,142,129,128,4.182835364629474,0.9793755756193228,48.486201677312486,6.267587618316705,14.146840624200562,20.72141212586339,206.24424380677294,34,12,1,1.4759036144578315,Diverse
E02005746,Craven 005,Southern Pennines,22.723313384395073,Partially Within,3239,4,31,8,43,0.1234949058351343,0.9570855202222908,0.2469898116702686,1.3275702377276937,181,5.588144489039827,231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,613 Caring Personal Services,213 Information Technology Professionals,162,142,118,114,108,4.226711236824621,0.9806004525159895,51.547594129410435,5.00154368632294,13.028712565606671,19.882679839456625,193.99547484010526,33,14,1,1.1408450704225352,Diverse
E02002337,Leeds 008,Southern Pennines,89.37156694420429,Partially Within,3946,6,42,4,52,0.15205271160669032,1.0643689812468322,0.10136847440446022,1.3177901672579828,109,2.7622909275215406,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,"355 Sales, Marketing and Related Associate Professionals",213 Information Technology Professionals,112 Production Managers and Directors,309,246,153,152,124,4.106082449435515,0.9756750341469956,41.11002687703624,7.830714647744551,17.942219969589456,24.936644703497212,243.24965853004406,34,12,2,1.2560975609756095,Diverse
E02005747,Craven 006,Southern Pennines,52.26515669357219,Partially Within,3391,3,39,2,44,0.08846947803007962,1.150103214391035,0.058979652020053085,1.2975523444411678,203,5.986434680035388,711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,926 Other Elementary Services Occupations,821 Road Transport Drivers,531 Construction and Building Trades,218,198,129,124,114,4.123432907948942,0.9771326444721012,43.730461039973534,6.428782070185786,16.071955175464463,23.090533765850783,228.67355527898758,35,12,2,1.101010101010101,Diverse
E02002192,Bradford 010,Southern Pennines,91.77062489535844,Partially Within,4307,7,47,1,55,0.162526120269329,1.0912468075226376,0.023218017181332713,1.2769909449732992,152,3.5291386115625727,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,"355 Sales, Marketing and Related Associate Professionals",112 Production Managers and Directors,213 Information Technology Professionals,259,250,142,141,132,4.162509437126956,0.978690043459794,46.92642137084024,6.013466449965173,15.114929185047595,21.453447875551426,213.0995654020601,36,14,2,1.036,Diverse
E02001137,Rochdale 006,Southern Pennines,80.86283268298206,Partially Within,3181,10,25,3,38,0.31436655139893116,0.785916378497328,0.09430996541967936,1.1945928953159384,153,4.809808236403647,231 Teaching and other Educational Professionals,613 Caring Personal Services,112 Production Managers and Directors,223 Nursing and Midwifery Professionals,711 Sales Assistants and Retail Cashiers,135,134,117,111,109,4.167204645276309,0.9798383418681398,49.599095146830315,4.243948443885571,12.134548883998741,19.050613014775227,201.61658131860216,36,15,0,1.0074626865671643,Diverse
E02001103,Oldham 006,Southern Pennines,65.51124778678009,Partially Within,2600,3,19,9,31,0.11538461538461539,0.7307692307692307,0.34615384615384615,1.1923076923076923,102,3.923076923076923,112 Production Managers and Directors,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,125 Managers and Proprietors in Other Services,223 Nursing and Midwifery Professionals,136,135,131,79,77,4.167251615612065,0.9791005917159763,47.84824462061155,5.230769230769231,15.46153846153846,21.461538461538463,208.99408284023667,35,12,3,1.0074074074074073,Diverse
E02000989,Bolton 006,Southern Pennines,20.887054565660467,Partially Within,3769,6,29,9,44,0.15919342000530645,0.7694348633589811,0.23879013000795965,1.1674184133722474,170,4.510480233483682,231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,613 Caring Personal Services,112 Production Managers and Directors,200,155,139,138,122,4.163322367565784,0.9794788038121665,48.73010280915643,5.3064473335102145,13.106924913770229,20.00530644733351,205.21196187833596,35,14,1,1.2903225806451613,Diverse
E02005220,Hyndburn 009,Southern Pennines,56.654686157332726,Partially Within,2779,3,29,0,32,0.10795250089960418,1.043540842029507,0,1.1514933429291112,197,7.088880892407341,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,821 Road Transport Drivers,231 Teaching and other Educational Professionals,162,116,112,88,86,4.176192161373012,0.9795690471939018,48.94534334695947,5.829435048578626,14.033825116948542,20.295070169125584,204.3095280609817,36,16,1,1.396551724137931,Diverse
E02005194,Chorley 006,Southern Pennines,10.477443878286754,Partially Within,3833,9,33,1,43,0.2348030263501174,0.8609444299504304,0.026089225150013044,1.121836681450561,255,6.652752413253326,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,231 Teaching and other Educational Professionals,531 Construction and Building Trades,284,203,144,123,114,4.150639946994945,0.977530118829512,44.504018174933734,7.4093399426037045,16.46230106965823,22.64544743021132,224.69881170488017,32,15,2,1.3990147783251232,Diverse
E02002269,Calderdale 026,Southern Pennines,41.82870763301456,Partially Within,4675,7,42,3,52,0.1497326203208556,0.8983957219251336,0.0641711229946524,1.1122994652406417,248,5.304812834224599,113 Functional Managers and Directors,613 Caring Personal Services,231 Teaching and other Educational Professionals,531 Construction and Building Trades,"355 Sales, Marketing and Related Associate Professionals",222,200,191,185,173,4.1826371271104685,0.9795374874889188,48.869854054259534,4.7486631016042775,13.112299465240639,20.77005347593583,204.62512511081243,32,14,0,1.11,Diverse
E02001134,Rochdale 003,Southern Pennines,90.24728017571957,Partially Within,3014,3,27,3,33,0.09953550099535502,0.8958195089581952,0.09953550099535502,1.094890510948905,178,5.90577305905773,613 Caring Personal Services,231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,112 Production Managers and Directors,113 Functional Managers and Directors,149,136,117,110,96,4.171586435928671,0.9796081018066981,49.03908358705275,4.9435965494359655,13.33775713337757,20.17252820172528,203.9189819330186,35,15,0,1.0955882352941178,Diverse
E02005192,Chorley 004,Southern Pennines,63.5095915291005,Partially Within,4705,5,40,5,50,0.10626992561105207,0.8501594048884166,0.10626992561105207,1.0626992561105209,206,4.378320935175346,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,"355 Sales, Marketing and Related Associate Professionals",613 Caring Personal Services,259,246,184,164,161,4.151598158333686,0.9786024996583778,46.73443084633622,5.504782146652498,14.643995749202976,21.55154091392136,213.97500341622236,34,14,2,1.0528455284552847,Diverse
E02001104,Oldham 007,Southern Pennines,46.953279882572026,Partially Within,3587,3,33,1,37,0.08363534987454697,0.9199888486200167,0.027878449958182325,1.0315026484527459,224,6.244772790632841,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,821 Road Transport Drivers,231 Teaching and other Educational Professionals,253,178,173,126,123,4.098633798462836,0.9764830080186878,42.52244508118434,7.053247839420128,16.838583774742126,23.78031781432952,235.16991981312188,33,16,1,1.4213483146067416,Diverse
E02001110,Oldham 013,Southern Pennines,21.335361405876093,Partially Within,3202,9,23,1,33,0.2810743285446596,0.7183010618363522,0.03123048094940662,1.0306058713304185,107,3.3416614615865083,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,112 Production Managers and Directors,"355 Sales, Marketing and Related Associate Professionals",531 Construction and Building Trades,184,178,145,120,99,4.149861321183508,0.978325929179959,46.138079380793805,5.746408494690818,15.833853841349157,22.67332916926921,216.74070820041035,33,12,2,1.0337078651685394,Diverse
E02001021,Bury 003,Southern Pennines,56.64084541159566,Partially Within,3802,6,32,1,39,0.15781167806417673,0.8416622830089426,0.026301946344029457,1.0257759074171489,139,3.6559705418200945,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,"355 Sales, Marketing and Related Associate Professionals",112 Production Managers and Directors,125 Managers and Proprietors in Other Services,244,214,138,135,133,4.127385469540855,0.9775593620124627,44.56201292295551,6.417674907943188,15.675960021041558,22.724881641241453,224.4063798753722,32,15,2,1.1401869158878506,Diverse
E02005186,Burnley 011,Southern Pennines,52.146832717781024,Partially Within,3154,7,23,2,32,0.22194039315155356,0.7292327203551047,0.06341154090044387,1.014584654407102,244,7.736207989854154,613 Caring Personal Services,223 Nursing and Midwifery Professionals,231 Teaching and other Educational Professionals,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,165,121,114,114,111,4.174374045706853,0.979752337119395,49.38841612964085,5.23145212428662,12.682308180088775,19.816106531388712,202.47662880604952,33,16,1,1.3636363636363635,Diverse
E02005251,Pendle 012,Southern Pennines,27.904823563693444,Partially Within,2881,1,26,2,29,0.03471017007983339,0.9024644220756682,0.06942034015966678,1.0065949323151684,293,10.170079833391183,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,231 Teaching and other Educational Professionals,922 Elementary Cleaning Occupations,198,170,160,87,82,4.081672774745822,0.9760998611954635,41.84076118462508,6.8726136758070115,18.32696980215203,24.192988545643875,239.00138804536442,35,13,3,1.1647058823529413,Diverse
E02005219,Hyndburn 008,Southern Pennines,62.496967289381686,Partially Within,4066,7,29,3,39,0.1721593703885883,0.7132316773241515,0.07378258730939498,0.9591736350221348,338,8.312838170191835,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,821 Road Transport Drivers,531 Construction and Building Trades,234,198,160,135,122,4.17623204382314,0.9792907919476208,48.28769876041265,5.755041810132808,14.559763895720609,20.880472208558782,207.09208052379225,34,15,1,1.1818181818181817,Diverse
E02002197,Bradford 015,Southern Pennines,81.1624572400072,Partially Within,4340,0,36,5,41,0,0.8294930875576038,0.1152073732718894,0.944700460829493,240,5.529953917050691,231 Teaching and other Educational Professionals,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,113 Functional Managers and Directors,213 Information Technology Professionals,209,186,154,135,129,4.23519661627567,0.9813106033256175,53.506275104679766,4.815668202764977,12.649769585253456,18.732718894009217,186.89396674382553,36,15,0,1.1236559139784947,Diverse
E02000984,Bolton 001,Southern Pennines,40.355332682403976,Partially Within,3899,5,26,5,36,0.12823800974608873,0.6668376506796614,0.12823800974608873,0.923313670171839,124,3.1803026417030007,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,112 Production Managers and Directors,"355 Sales, Marketing and Related Associate Professionals",711 Sales Assistants and Retail Cashiers,231,193,159,147,113,4.142206575183736,0.9784592375801372,46.42361215023193,5.9245960502693,14.952551936393949,21.62092844319056,215.40762419862753,35,16,1,1.1968911917098446,Diverse
E02002628,Blackburn with Darwen 014,Southern Pennines,64.18973840086284,Partially Within,3085,1,24,3,28,0.03241491085899514,0.7779578606158832,0.0972447325769854,0.9076175040518639,318,10.307941653160453,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,231 Teaching and other Educational Professionals,922 Elementary Cleaning Occupations,266,137,98,92,89,4.13321102300439,0.9767227316786143,42.96036743629675,8.622366288492707,16.239870340356564,22.106969205834684,232.77268321385696,35,13,1,1.9416058394160585,Diverse
E02002246,Calderdale 003,Southern Pennines,55.098521346846205,Partially Within,4758,6,33,4,43,0.12610340479192939,0.6935687263556116,0.08406893652795291,0.903741067675494,208,4.371584699453552,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,613 Caring Personal Services,193,187,178,166,166,4.1893842498165546,0.9802226855024904,50.56298215442342,4.056326187473728,11.727616645649434,18.705338377469527,197.7731449750965,34,15,0,1.0320855614973263,Diverse
E02001138,Rochdale 007,Southern Pennines,25.17243967936757,Partially Within,3939,5,28,2,35,0.12693577050012694,0.7108403148007109,0.05077430820005078,0.8885503935008886,195,4.9504950495049505,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,"355 Sales, Marketing and Related Associate Professionals",206,166,149,136,135,4.1570225472896976,0.9794269953681173,48.60738710233235,5.22975374460523,13.226707286113227,20.106626047220104,205.73004631882722,34,15,1,1.2409638554216869,Diverse
E02005197,Chorley 009,Southern Pennines,40.502569282496516,Partially Within,3380,1,27,2,30,0.02958579881656805,0.7988165680473372,0.0591715976331361,0.8875739644970414,238,7.041420118343194,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,922 Elementary Cleaning Occupations,531 Construction and Building Trades,272,179,161,127,107,4.0957245714376835,0.975602394874129,40.98762951694842,8.04733727810651,18.106508875739646,25.029585798816566,243.97605125870945,31,13,2,1.5195530726256985,Diverse
E02000990,Bolton 007,Southern Pennines,56.67536534714587,Partially Within,4282,1,34,3,38,0.023353573096683792,0.7940214852872489,0.07006071929005138,0.8874357776739842,250,5.838393274170948,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,613 Caring Personal Services,113 Functional Managers and Directors,"355 Sales, Marketing and Related Associate Professionals",215,177,174,164,144,4.1743531069389554,0.9798451355957976,49.615813827628195,5.021018215787016,13.218122372723027,20.411022886501634,201.54864404202465,38,15,1,1.2146892655367232,Diverse
E02002338,Leeds 009,Southern Pennines,13.912329858749448,Partially Within,3513,5,26,0,31,0.14232849416453175,0.740108169655565,0,0.8824366638200968,127,3.6151437517791063,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,711 Sales Assistants and Retail Cashiers,"355 Sales, Marketing and Related Associate Professionals",213 Information Technology Professionals,209,184,131,123,119,4.170284569237911,0.9789579901223295,47.523977310798166,5.949331056077427,14.916026188442927,21.80472530600626,210.42009877670424,34,14,2,1.1358695652173914,Diverse
E02001145,Rochdale 014,Southern Pennines,81.52988248721744,Partially Within,3415,2,26,2,30,0.05856515373352855,0.7613469985358712,0.05856515373352855,0.8784773060029283,219,6.412884333821377,613 Caring Personal Services,231 Teaching and other Educational Professionals,223 Nursing and Midwifery Professionals,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,186,122,120,116,116,4.183135353612646,0.9801532726387975,50.38614083825506,5.446559297218155,12.532942898975111,19.32650073206442,198.46727361202514,33,13,1,1.5245901639344261,Diverse
E02001020,Bury 002,Southern Pennines,82.12044054002644,Partially Within,2577,4,15,3,22,0.15521924718665114,0.5820721769499418,0.11641443538998836,0.8537058595265813,120,4.656577415599535,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,112 Production Managers and Directors,"355 Sales, Marketing and Related Associate Professionals",711 Sales Assistants and Retail Cashiers,156,134,106,91,89,4.120243170941295,0.9777129073357056,44.8690197085273,6.053550640279394,15.366705471478465,22.351571594877765,222.87092664294408,35,15,2,1.164179104477612,Diverse
E02002252,Calderdale 009,Southern Pennines,83.69898832995372,Partially Within,3023,3,17,5,25,0.09923916639100232,0.5623552762156798,0.16539861065167052,0.8269930532583526,200,6.615944426066821,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,531 Construction and Building Trades,231 Teaching and other Educational Professionals,178,137,117,90,89,4.190047764663814,0.9798703927076229,49.67806800576228,5.888190539199471,14.290439960304333,20.21171022163414,201.29607292377145,36,14,1,1.2992700729927007,Diverse
E02000991,Bolton 008,Southern Pennines,77.38935367384035,Partially Within,3662,1,26,3,30,0.027307482250136534,0.70999453850355,0.0819224467504096,0.8192244675040962,240,6.553795740032769,711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,821 Road Transport Drivers,231 Teaching and other Educational Professionals,531 Construction and Building Trades,200,194,142,126,106,4.179133533926003,0.9794221492166735,48.595939903027315,5.461496450027307,14.636810486073184,20.97214636810486,205.77850783326537,34,14,2,1.0309278350515463,Diverse
E02002195,Bradford 013,Southern Pennines,14.143937675835813,Partially Within,2932,0,22,1,23,0,0.7503410641200546,0.034106412005457026,0.7844474761255117,129,4.399727148703956,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,711 Sales Assistants and Retail Cashiers,"355 Sales, Marketing and Related Associate Professionals",112 Production Managers and Directors,169,153,103,100,93,4.158978275164692,0.9787944662928145,47.15750208452188,5.7639836289222375,14.495225102319237,21.077762619372443,212.05533707185518,33,14,2,1.1045751633986929,Diverse
E02002240,Bradford 058,Southern Pennines,81.89408325865337,Partially Within,5883,2,39,5,46,0.03399626041135475,0.6629270780214177,0.08499065102838688,0.7819139894611592,385,6.54428012918579,613 Caring Personal Services,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,821 Road Transport Drivers,281,244,223,185,175,4.188744994024441,0.9802640526472226,50.668963699848476,4.7764745877953425,12.714601393846674,18.83392826789053,197.35947352777424,35,14,0,1.151639344262295,Diverse
E02000987,Bolton 004,Southern Pennines,29.90416275677766,Partially Within,3459,2,21,4,27,0.057820179242555655,0.6071118820468344,0.11564035848511131,0.7805724197745013,235,6.7938710610002895,711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,231 Teaching and other Educational Professionals,531 Construction and Building Trades,821 Road Transport Drivers,174,166,124,117,110,4.168779982247935,0.9796089005632495,49.04100453738734,5.030355594102342,13.41428158427291,19.976871928302977,203.91099436750548,33,14,1,1.0481927710843373,Diverse
E02000995,Bolton 012,Southern Pennines,65.81696710085124,Partially Within,3490,2,24,1,27,0.05730659025787965,0.6876790830945558,0.028653295128939826,0.7736389684813754,217,6.217765042979942,613 Caring Personal Services,231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,113 Functional Managers and Directors,821 Road Transport Drivers,171,170,156,129,102,4.151372220542525,0.9793720905411286,48.478009950248754,4.899713467048711,14.240687679083095,20.859598853868196,206.27909458871437,35,17,0,1.0058823529411764,Diverse
E02001022,Bury 004,Southern Pennines,10.369868188357993,Partially Within,3524,1,24,1,26,0.028376844494892167,0.681044267877412,0.028376844494892167,0.7377979568671964,203,5.76049943246311,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,231 Teaching and other Educational Professionals,531 Construction and Building Trades,222,160,144,130,102,4.1568730473762905,0.9787080257833104,46.96605349146799,6.2996594778660615,14.926220204313278,21.509648127128262,212.9197421668958,33,15,1,1.3875,Diverse
E02002260,Calderdale 017,Southern Pennines,40.22262404634134,Partially Within,4468,1,28,2,31,0.022381378692927483,0.6266786034019696,0.044762757385854966,0.693822739480752,320,7.162041181736795,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,531 Construction and Building Trades,"355 Sales, Marketing and Related Associate Professionals",249,198,168,132,125,4.201102607236795,0.9802848506318481,50.72241560672199,5.572963294538943,13.764547896150404,19.516562220232768,197.1514936815184,33,13,1,1.2575757575757576,Diverse
E02002248,Calderdale 005,Southern Pennines,49.79731825824105,Partially Within,3347,2,15,3,20,0.05975500448162533,0.44816253361219,0.089632506722438,0.5975500448162534,331,9.889453241708992,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,821 Road Transport Drivers,926 Other Elementary Services Occupations,261,184,134,109,104,4.093772911879514,0.9763407138589566,42.266702132877555,7.798028084852106,17.299073797430534,23.662981774723633,236.59286141043412,37,12,2,1.4184782608695652,Diverse
E02002251,Calderdale 008,Southern Pennines,31.056841548562765,Partially Within,3610,2,18,1,21,0.0554016620498615,0.4986149584487534,0.02770083102493075,0.5817174515235457,313,8.670360110803324,613 Caring Personal Services,213 Information Technology Professionals,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,926 Other Elementary Services Occupations,229,212,175,136,99,4.125387996250253,0.977318467476462,44.08873161292069,6.3434903047091415,17.06371191135734,23.573407202216067,226.81532523538033,36,14,2,1.080188679245283,Diverse
E02001100,Oldham 003,Southern Pennines,74.81662193704605,Partially Within,2644,3,10,0,13,0.11346444780635401,0.37821482602118006,0,0.49167927382753407,171,6.467473524962178,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,821 Road Transport Drivers,223 Nursing and Midwifery Professionals,133,122,96,87,82,4.146098129420503,0.9793017502019816,48.313263670039255,5.030257186081695,13.275340393343418,19.667170953101362,206.98249798018406,31,15,1,1.0901639344262295,Diverse
E02001099,Oldham 002,Southern Pennines,60.639157739057346,Partially Within,2659,2,7,1,10,0.07521624670928921,0.2632568634825122,0.037608123354644606,0.376081233546446,242,9.101165851823994,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,925 Elementary Storage Occupations,231 Teaching and other Educational Professionals,161,146,112,109,93,4.104742882280746,0.9771987846027619,43.85731122566078,6.054907860097781,15.75780368559609,23.3546446032343,228.012153972381,34,15,2,1.1027397260273972,Diverse
E02004228,Torridge 009,The Culm,100.00000000000027,Fully Within,3303,58,358,88,504,1.755979412655162,10.838631547078412,2.6642446260974872,15.258855585831062,188,5.691795337571905,511 Agricultural and Related Trades,613 Caring Personal Services,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,358,200,159,130,98,4.006054327463993,0.9697933300207181,33.10527114328977,10.838631547078412,21.70753860127157,28.610354223433244,302.06669979281946,30,13,2,1.7899999999999998,Highly Concentrated (10%+ in 1 occupation)
E02003932,Cornwall 002,The Culm,99.98155762119254,Fully Within,3294,62,351,69,482,1.8822100789313905,10.655737704918032,2.0947176684881605,14.632665452337584,152,4.61445051608986,511 Agricultural and Related Trades,531 Construction and Building Trades,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,122 Managers and Proprietors in Hospitality and Leisure Services,351,178,150,150,115,4.026857426696385,0.9706782289670203,34.104351980487436,10.655737704918032,20.613236187006677,28.65816636308439,293.2177103297969,29,13,2,1.9719101123595506,Highly Concentrated (10%+ in 1 occupation)
E02004227,Torridge 008,The Culm,99.99133828391882,Fully Within,4575,71,433,150,654,1.551912568306011,9.46448087431694,3.278688524590164,14.295081967213113,269,5.879781420765028,511 Agricultural and Related Trades,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,911 Elementary Agricultural Occupations,433,279,246,244,150,4.019266113747823,0.9708836692645346,34.34498697948715,9.46448087431694,20.939890710382514,29.55191256830601,291.1633073546538,28,13,4,1.5519713261648744,Concentrated (20%+ in top 3)
E02004226,Torridge 007,The Culm,99.99999999999972,Fully Within,3266,51,316,82,449,1.5615431720759338,9.675443968156767,2.510716472749541,13.74770361298224,168,5.143906919779547,511 Agricultural and Related Trades,531 Construction and Building Trades,613 Caring Personal Services,821 Road Transport Drivers,711 Sales Assistants and Retail Cashiers,316,153,148,128,127,4.07577210600211,0.9729342266758516,36.94703225448903,9.675443968156767,18.89161053276179,26.699326393141455,270.6577332414841,29,13,1,2.0653594771241828,Diverse
E02004224,Torridge 005,The Culm,97.30788854455376,Fully Within,2966,39,253,93,385,1.3149022252191505,8.530006743088334,3.1355360755225896,12.980445043830075,144,4.8550236008091705,511 Agricultural and Related Trades,613 Caring Personal Services,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,911 Elementary Agricultural Occupations,253,171,149,106,93,4.070813166398199,0.9738663267992519,38.26480848361476,8.530006743088334,19.318948078219826,26.02832097100472,261.3367320074806,28,15,3,1.4795321637426901,Diverse
E02004229,West Devon 001,The Culm,98.84535103232601,Fully Within,4768,65,390,80,535,1.363255033557047,8.179530201342281,1.6778523489932886,11.220637583892618,291,6.103187919463087,511 Agricultural and Related Trades,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,821 Road Transport Drivers,390,278,212,206,154,4.116068523430721,0.9752691848058646,40.435383635762136,8.179530201342281,18.456375838926174,26.006711409395972,247.308151941354,32,12,2,1.4028776978417266,Diverse
E02004185,North Devon 011,The Culm,99.89435766077945,Fully Within,2751,6,80,23,109,0.21810250817884408,2.9080334423845873,0.8360596146855689,3.962195565249001,97,3.525990548891312,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,231 Teaching and other Educational Professionals,511 Agricultural and Related Trades,169,142,120,85,80,4.154994622446338,0.9782982322544619,46.07919556256431,6.143220647037441,15.667030170846965,21.664849145765178,217.0176774553809,33,17,2,1.1901408450704225,Diverse
E02004225,Torridge 006,The Culm,100.00000000000031,Fully Within,2633,7,60,21,88,0.2658564375237372,2.278769464489176,0.7975693125712116,3.3421952145841245,181,6.874287884542348,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,821 Road Transport Drivers,922 Elementary Cleaning Occupations,234,182,148,95,95,4.038753057849572,0.9720306218842357,35.75338700277974,8.887200911507785,21.420432966198252,28.636536270413977,279.6937811576431,30,12,3,1.2857142857142858,Concentrated (20%+ in top 3)
E02004221,Torridge 002,The Culm,99.9190938389105,Fully Within,2429,9,55,10,74,0.37052284890901604,2.2643062988884313,0.41169205434335115,3.046521202140799,104,4.281597365170852,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,112 Production Managers and Directors,231 Teaching and other Educational Professionals,168,135,101,78,73,4.159556861580282,0.9776606637140318,44.76408731212491,6.9164265129683,16.63235899547139,22.84890901605599,223.39336285968184,33,14,2,1.2444444444444445,Diverse
E02004220,Torridge 001,The Culm,99.05527643210081,Fully Within,2413,5,59,8,72,0.20721094073767096,2.445089100704517,0.33153750518027353,2.983837546622462,105,4.351429755491091,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,231 Teaching and other Educational Professionals,821 Road Transport Drivers,193,126,116,79,79,4.128658574536511,0.9758242452772994,41.36375519482826,7.998342312474099,18.02735184417737,24.575217571487777,241.7575472270058,28,12,2,1.531746031746032,Diverse
E02004223,Torridge 004,The Culm,99.94039284876203,Fully Within,5882,7,125,37,169,0.11900714042842571,2.125127507650459,0.6290377422645359,2.8731723903434205,359,6.103366201972118,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,922 Elementary Cleaning Occupations,821 Road Transport Drivers,637,368,289,211,206,4.049416470133524,0.9704638925734388,33.85686494018914,10.829649778986738,21.99931995919755,29.088745324719483,295.361074265612,32,12,2,1.7309782608695652,Highly Concentrated (10%+ in 1 occupation)
